Area,Actividad,Grupo Poblacional,Establecimiento,Tipo Documento,Sexo,Edad,Etnia,Nivel Estudio
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,12,NA,Primaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,10,mestizo,Primaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,31,NA,secundaria
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,31,NA,tecnico
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,27,NA,secundaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,14,Afrocolombiano,Primaria
Puntos Vive Digital,Primaria,General,Centro de Desarrollo Vecinal Villa Consota,Registro Civil,Masculino,7,mestizo,Primaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,17,Afrocolombiano,Secundaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,14,Afrocolombiano,Secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,72,mestizo,Secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,62,mestizo,secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,33,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,52,NA,Secundaria
Puntos Vive Digital,secundaria,General,El remanso,Tarjeta de Identidad,Femenino,16,mestizo,secundaria
Puntos Vive Digital,primaria,General,El remanso,Tarjeta de Identidad,Femenino,11,mestizo,primaria
Puntos Vive Digital,primaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Femenino,10,NA,primaria
Puntos Vive Digital,Secundaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Masculino,14,NA,Secundaria
Puntos Vive Digital,primaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Femenino,10,mestizo,primaria
Puntos Vive Digital,Primaria,General,Centro de Desarrollo Vecinal Villa Consota,Registro Civil,Masculino,7,mestizo,Primaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,13,mestizo,Secundaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,13,mestizo,Secundaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,12,mestizo,Primaria
Puntos Vive Digital,Secundaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Masculino,12,NA,Secundaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,11,mestizo,Primaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,9,mestizo,Primaria
Puntos Vive Digital,secundaria,General,El remanso,Tarjeta de Identidad,Femenino,13,mestizo,secundaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,9,mestizo,Primaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,9,mestizo,Primaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,9,mestizo,Primaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,8,Afrocolombiano,Primaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,9,Afrocolombiano,Primaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,12,NA,Primaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,10,mestizo,Primaria
Puntos Vive Digital,Tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,59,NA,Tecnico
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,12,Afrocolombiano,Primaria
Puntos Vive Digital,primaria,General,El remanso,Tarjeta de Identidad,Femenino,8,Afrocolombiano,primaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,63,NA,Secundaria
Puntos Vive Digital,tecnologico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,71,NA,tecnologico
Puntos Vive Digital,Primaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,9,mestizo,Primaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,13,mestizo,Secundaria
Puntos Vive Digital,Secundaria,General,El remanso,Tarjeta de Identidad,Masculino,12,Afrocolombiano,Secundaria
Puntos Vive Digital,universitario,General,El remanso,Cédula Ciudadanía,Masculino,35,Afrocolombiano,universitario
Puntos Vive Digital,primaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Femenino,9,NA,primaria
Puntos Vive Digital,Primaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Masculino,11,NA,Primaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,60,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,33,NA,Secundaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,11,Afrocolombiano,Secundaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,17,Afrocolombiano,Secundaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,14,Afrocolombiano,Secundaria
Puntos Vive Digital,Tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,59,NA,Tecnico
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,63,NA,Secundaria
Puntos Vive Digital,secundaria,General,El remanso,Tarjeta de Identidad,Femenino,14,Afrocolombiano,secundaria
Puntos Vive Digital,Primaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,9,mestizo,Primaria
Puntos Vive Digital,Secundaria,General,El remanso,Tarjeta de Identidad,Masculino,12,Afrocolombiano,Secundaria
Puntos Vive Digital,primaria,General,El remanso,Tarjeta de Identidad,Femenino,10,Afrocolombiano,primaria
